id,kind,ring,col,u,v,horn,dir_x,dir_y,dir_z
"FR8,L185",centre,8,16,0.687500,0.625000,false,0.853553391,0.382683432,0.353553391
"FR8,L186",centre,8,17,0.729167,0.625000,false,0.915975615,0.382683432,0.120590477
"FR8,L187",centre,8,18,0.770833,0.625000,false,0.915975615,0.382683432,-0.120590477
"FR8,L188",centre,8,19,0.812500,0.625000,false,0.853553391,0.382683432,-0.353553391
"FR8,L189",centre,8,20,0.854167,0.625000,false,0.732962913,0.382683432,-0.562422224
"FR8,L190",centre,8,21,0.895833,0.625000,false,0.562422224,0.382683432,-0.732962913
"FR8,L191",centre,8,22,0.937500,0.625000,false,0.353553391,0.382683432,-0.853553391
"FR8,L192",centre,8,23,0.979167,0.625000,false,0.120590477,0.382683432,-0.915975615
"FR9,L193",centre,9,0,0.020833,0.708333,false,-0.103553391,0.608761429,-0.786566092
"FR9,L194",centre,9,1,0.062500,0.708333,false,-0.303603179,0.608761429,-0.732962913
"FR9,L195",centre,9,2,0.104167,0.708333,false,-0.482962913,0.608761429,-0.629409523
"FR9,L196",centre,9,3,0.145833,0.708333,false,-0.629409523,0.608761429,-0.482962913
"FR9,L197",centre,9,4,0.187500,0.708333,false,-0.732962913,0.608761429,-0.303603179
"FR9,L198",centre,9,5,0.229167,0.708333,false,-0.786566092,0.608761429,-0.103553391
"FR9,L199",centre,9,6,0.270833,0.708333,false,-0.786566092,0.608761429,0.103553391
"FR9,L200",centre,9,7,0.312500,0.708333,false,-0.732962913,0.608761429,0.303603179
"FR9,L201",centre,9,8,0.354167,0.708333,false,-0.629409523,0.608761429,0.482962913
"FR9,L202",centre,9,9,0.395833,0.708333,false,-0.482962913,0.608761429,0.629409523
"FR9,L203",centre,9,10,0.437500,0.708333,false,-0.303603179,0.608761429,0.732962913
"FR9,L204",centre,9,11,0.479167,0.708333,false,-0.103553391,0.608761429,0.786566092
"FR9,L205",centre,9,12,0.520833,0.708333,false,0.103553391,0.608761429,0.786566092
"FR9,L206",centre,9,13,0.562500,0.708333,false,0.303603179,0.608761429,0.732962913
"FR9,L207",centre,9,14,0.604167,0.708333,false,0.482962913,0.608761429,0.629409523
"FR9,L208",centre,9,15,0.645833,0.708333,false,0.629409523,0.608761429,0.482962913
"FR9,L209",centre,9,16,0.687500,0.708333,false,0.732962913,0.608761429,0.303603179
"FR9,L210",centre,9,17,0.729167,0.708333,false,0.786566092,0.608761429,0.103553391
"FR9,L211",centre,9,18,0.770833,0.708333,false,0.786566092,0.608761429,-0.103553391
"FR9,L212",centre,9,19,0.812500,0.708333,false,0.732962913,0.608761429,-0.303603179
"FR9,L213",centre,9,20,0.854167,0.708333,false,0.629409523,0.608761429,-0.482962913
"FR9,L214",centre,9,21,0.895833,0.708333,false,0.482962913,0.608761429,-0.629409523
"FR9,L215",centre,9,22,0.937500,0.708333,false,0.303603179,0.608761429,-0.732962913
"FR9,L216",centre,9,23,0.979167,0.708333,false,0.103553391,0.608761429,-0.786566092
"FR10,L217",centre,10,0,0.020833,0.791667,false,-0.079459311,0.793353340,-0.603553391
"FR10,L218",centre,10,1,0.062500,0.791667,false,-0.232962913,0.793353340,-0.562422224
"FR10,L219",centre,10,2,0.104167,0.791667,false,-0.370590477,0.793353340,-0.482962913
"FR10,L220",centre,10,3,0.145833,0.791667,false,-0.482962913,0.793353340,-0.370590477
"FR10,L221",centre,10,4,0.187500,0.791667,false,-0.562422224,0.793353340,-0.232962913
"FR10,L222",centre,10,5,0.229167,0.791667,false,-0.603553391,0.793353340,-0.079459311
"FR10,L223",centre,10,6,0.270833,0.791667,false,-0.603553391,0.793353340,0.079459311
"FR10,L224",centre,10,7,0.312500,0.791667,false,-0.562422224,0.793353340,0.232962913
"FR10,L225",centre,10,8,0.354167,0.791667,false,-0.482962913,0.793353340,0.370590477
"FR10,L226",centre,10,9,0.395833,0.791667,false,-0.370590477,0.793353340,0.482962913
"FR10,L227",centre,10,10,0.437500,0.791667,false,-0.232962913,0.793353340,0.562422224
"FR10,L228",centre,10,11,0.479167,0.791667,false,-0.079459311,0.793353340,0.603553391
"FR10,L229",centre,10,12,0.520833,0.791667,false,0.079459311,0.793353340,0.603553391
"FR10,L230",centre,10,13,0.562500,0.791667,false,0.232962913,0.793353340,0.562422224
"FR10,L231",centre,10,14,0.604167,0.791667,false,0.370590477,0.793353340,0.482962913
"FR10,L232",centre,10,15,0.645833,0.791667,false,0.482962913,0.793353340,0.370590477
"FR10,L233",centre,10,16,0.687500,0.791667,false,0.562422224,0.793353340,0.232962913
"FR10,L234",centre,10,17,0.729167,0.791667,false,0.603553391,0.793353340,0.079459311
"FR10,L235",centre,10,18,0.770833,0.791667,false,0.603553391,0.793353340,-0.079459311
"FR10,L236",centre,10,19,0.812500,0.791667,false,0.562422224,0.793353340,-0.232962913
"FR10,L237",centre,10,20,0.854167,0.791667,false,0.482962913,0.793353340,-0.370590477
"FR10,L238",centre,10,21,0.895833,0.791667,false,0.370590477,0.793353340,-0.482962913
"FR10,L239",centre,10,22,0.937500,0.791667,false,0.232962913,0.793353340,-0.562422224
"FR10,L240",centre,10,23,0.979167,0.791667,false,0.079459311,0.793353340,-0.603553391
"FR11,L241",centre,11,0,0.020833,0.875000,false,-0.049950211,0.923879533,-0.379409523
"FR11,L242",centre,11,1,0.062500,0.875000,false,-0.146446609,0.923879533,-0.353553391
"FR11,L243",centre,11,2,0.104167,0.875000,false,-0.232962913,0.923879533,-0.303603179
"FR11,L244",centre,11,3,0.145833,0.875000,false,-0.303603179,0.923879533,-0.232962913
"FR11,L245",centre,11,4,0.187500,0.875000,false,-0.353553391,0.923879533,-0.146446609
"FR11,L246",centre,11,5,0.229167,0.875000,false,-0.379409523,0.923879533,-0.049950211
"FR11,L247",centre,11,6,0.270833,0.875000,false,-0.379409523,0.923879533,0.049950211
"FR11,L248",centre,11,7,0.312500,0.875000,false,-0.353553391,0.923879533,0.146446609
"FR11,L249",centre,11,8,0.354167,0.875000,false,-0.303603179,0.923879533,0.232962913
"FR11,L250",centre,11,9,0.395833,0.875000,false,-0.232962913,0.923879533,0.303603179
"FR11,L251",centre,11,10,0.437500,0.875000,false,-0.146446609,0.923879533,0.353553391
"FR11,L252",centre,11,11,0.479167,0.875000,false,-0.049950211,0.923879533,0.379409523
"FR11,L253",centre,11,12,0.520833,0.875000,false,0.049950211,0.923879533,0.379409523
"FR11,L254",centre,11,13,0.562500,0.875000,false,0.146446609,0.923879533,0.353553391
"FR11,L255",centre,11,14,0.604167,0.875000,false,0.232962913,0.923879533,0.303603179
"FR11,L256",centre,11,15,0.645833,0.875000,false,0.303603179,0.923879533,0.232962913
"FR11,L257",centre,11,16,0.687500,0.875000,false,0.353553391,0.923879533,0.146446609
"FR11,L258",centre,11,17,0.729167,0.875000,false,0.379409523,0.923879533,0.049950211
"FR11,L259",centre,11,18,0.770833,0.875000,false,0.379409523,0.923879533,-0.049950211
"FR11,L260",centre,11,19,0.812500,0.875000,false,0.353553391,0.923879533,-0.146446609
"FR11,L261",centre,11,20,0.854167,0.875000,false,0.303603179,0.923879533,-0.232962913
"FR11,L262",centre,11,21,0.895833,0.875000,false,0.232962913,0.923879533,-0.303603179
"FR11,L263",centre,11,22,0.937500,0.875000,false,0.146446609,0.923879533,-0.353553391
"FR11,L264",centre,11,23,0.979167,0.875000,false,0.049950211,0.923879533,-0.379409523
"FR12,L265",centre,12,0,0.020833,0.958333,false,-0.017037087,0.991444861,-0.129409523
"FR12,L266",centre,12,1,0.062500,0.958333,false,-0.049950211,0.991444861,-0.120590477
"FR12,L267",centre,12,2,0.104167,0.958333,false,-0.079459311,0.991444861,-0.103553391
"FR12,L268",centre,12,3,0.145833,0.958333,false,-0.103553391,0.991444861,-0.079459311
"FR12,L269",centre,12,4,0.187500,0.958333,false,-0.120590477,0.991444861,-0.049950211
"FR12,L270",centre,12,5,0.229167,0.958333,false,-0.129409523,0.991444861,-0.017037087
"FR12,L271",centre,12,6,0.270833,0.958333,false,-0.129409523,0.991444861,0.017037087
"FR12,L272",centre,12,7,0.312500,0.958333,false,-0.120590477,0.991444861,0.049950211
"FR12,L273",centre,12,8,0.354167,0.958333,false,-0.103553391,0.991444861,0.079459311
"FR12,L274",centre,12,9,0.395833,0.958333,false,-0.079459311,0.991444861,0.103553391
"FR12,L275",centre,12,10,0.437500,0.958333,false,-0.049950211,0.991444861,0.120590477
"FR12,L276",centre,12,11,0.479167,0.958333,false,-0.017037087,0.991444861,0.129409523
"FR12,L277",centre,12,12,0.520833,0.958333,false,0.017037087,0.991444861,0.129409523
"FR12,L278",centre,12,13,0.562500,0.958333,false,0.049950211,0.991444861,0.120590477
"FR12,L279",centre,12,14,0.604167,0.958333,false,0.079459311,0.991444861,0.103553391
"FR12,L280",centre,12,15,0.645833,0.958333,false,0.103553391,0.991444861,0.079459311
"FR12,L281",centre,12,16,0.687500,0.958333,false,0.120590477,0.991444861,0.049950211
"FR12,L282",centre,12,17,0.729167,0.958333,false,0.129409523,0.991444861,0.017037087
"FR12,L283",centre,12,18,0.770833,0.958333,false,0.129409523,0.991444861,-0.017037087
"FR12,L284",centre,12,19,0.812500,0.958333,false,0.120590477,0.991444861,-0.049950211
"FR12,L285",centre,12,20,0.854167,0.958333,false,0.103553391,0.991444861,-0.079459311
"FR12,L286",centre,12,21,0.895833,0.958333,false,0.079459311,0.991444861,-0.103553391
"FR12,L287",centre,12,22,0.937500,0.958333,false,0.049950211,0.991444861,-0.120590477
"FR12,L288",centre,12,23,0.979167,0.958333,false,0.017037087,0.991444861,-0.129409523
