source_row_number,scope_group,classification,source_country,source_country_name,ror_id,ror_name,ror_status,geonames_id,locality,subdivision_name,latitude,longitude,match_method
2,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/01r3kjq03,Abu Dhabi University,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_site_agreement
3,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/01j1rma10,Ajman University,active,292932,Ajman,Ajman,25.40177,55.47878,safe_active_exact_name_site_agreement
4,fta_partner,unmatched,AE,United Arab Emirates,,,,,,,,,unmatched
5,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/05y8x6h30,Al Ghurair University,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
6,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/00fkbtp02,Alhosn University,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_site_agreement
7,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/04s2w8b69,Al Khawarizmi International College,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_only
8,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/0352adn16,American College of Dubai,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_only
9,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/0540vvc38,American University in Dubai,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
10,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/056c6h780,American University in the Emirates,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
11,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/001g2fj96,American University of Sharjah,active,292672,Sharjah,Sharjah,25.33737,55.41206,safe_active_exact_name_site_agreement
12,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/00mc18523,British University in Dubai,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
13,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/05nydfs77,Dubai Medical College,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
14,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/013aq5m10,Dubai Pharmacy College,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
15,fta_partner,unmatched,AE,United Arab Emirates,,,,,,,,,unmatched
16,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/02kaerj47,Gulf Medical University,active,292932,Ajman,Ajman,25.40177,55.47878,safe_active_exact_name_site_agreement
17,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held-alias-without-clean-domain-agreement
18,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/00qmy9z88,Higher Colleges of Technology,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_site_agreement
19,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/01hd68v37,Ittihad University,active,291074,Ras al-Khaimah,Raʼs al Khaymah,25.78953,55.9432,safe_active_exact_name_only
20,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/0574he388,Jumeira University,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
21,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held-alias-without-clean-domain-agreement
22,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held_review_site_only
23,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held_review_site_only
24,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/00e5k0821,New York University Abu Dhabi,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_site_agreement
25,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/03e1ymy32,Sorbonne University Abu Dhabi,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_site_agreement
26,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held_review_site_only
27,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/03zmfa837,Rochester Institute of Technology - Dubai,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_only
28,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held_review_site_only
29,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held_review_site_only
30,fta_partner,unmatched,AE,United Arab Emirates,,,,,,,,,unmatched
31,fta_partner,unmatched,AE,United Arab Emirates,,,,,,,,,unmatched
32,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/01km6p862,United Arab Emirates University,active,292913,Al Ain,Abu Dhabi,24.19167,55.76056,safe_active_exact_name_site_agreement
33,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/05h0z7c09,University of Dubai,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_site_agreement
34,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/002mja273,University of Jazeera,active,292223,Dubai,Dubai,25.07725,55.30927,safe_active_exact_name_only
35,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/00engpz63,University of Sharjah,active,292672,Sharjah,Sharjah,25.33737,55.41206,safe_active_exact_name_site_agreement
36,fta_partner,review,AE,United Arab Emirates,,,,,,,,,held_review_site_only
37,fta_partner,safe_active,AE,United Arab Emirates,https://ror.org/03snqfa66,Zayed University,active,292968,Abu Dhabi,Abu Dhabi,24.45118,54.39696,safe_active_exact_name_site_agreement
209,eu_framework,safe_active,AT,Austria,https://ror.org/029djt864,Akademie der bildenden Künste Wien,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_site_agreement
210,eu_framework,safe_active,AT,Austria,https://ror.org/03ef4a036,Universität für Weiterbildung Krems,active,2773549,Krems,Lower Austria,48.40921,15.61415,safe_active_exact_name_site_agreement
211,eu_framework,safe_active,AT,Austria,https://ror.org/00t6gnv18,University of Applied Sciences Burgenland,active,2780190,Eisenstadt,Burgenland,47.84565,16.52327,safe_active_exact_name_site_agreement
212,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
213,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
214,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
215,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
216,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
217,eu_framework,safe_active,AT,Austria,https://ror.org/0072dxg89,Fachhochschule Salzburg,active,2766824,Salzburg,Salzburg,47.79941,13.04399,safe_active_exact_name_only
218,eu_framework,review,AT,Austria,,,,,,,,,held-alias-without-clean-domain-agreement
219,eu_framework,safe_active,AT,Austria,https://ror.org/031wyx077,Vorarlberg University of Applied Sciences,active,2780741,Dornbirn,Vorarlberg,47.41427,9.74195,safe_active_exact_name_site_agreement
220,eu_framework,safe_active,AT,Austria,https://ror.org/03k7r0z51,Fachhochschule Wiener Neustadt,active,2761353,Wiener Neustadt,Lower Austria,47.80485,16.23196,safe_active_exact_name_site_agreement
221,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
222,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
223,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
224,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
225,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
226,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
227,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
228,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
229,eu_framework,safe_active,AT,Austria,https://ror.org/02n0bts35,Medical University of Graz,active,2778067,Graz,Styria,47.06733,15.44197,safe_active_exact_name_only
230,eu_framework,safe_active,AT,Austria,https://ror.org/03pt86f80,Innsbruck Medical University,active,2775220,Innsbruck,Tyrol,47.26266,11.39454,safe_active_exact_name_site_agreement
231,eu_framework,safe_active,AT,Austria,https://ror.org/05n3x4p02,Medical University of Vienna,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_only
232,eu_framework,safe_active,AT,Austria,https://ror.org/02fhfw393,Montanuniversität Leoben,active,2772649,Leoben,Styria,47.3765,15.09144,safe_active_exact_name_site_agreement
233,eu_framework,safe_active,AT,Austria,https://ror.org/02d0kps43,"UMIT - Private Universität für Gesundheitswissenschaften, Medizinische Informatik und Technik",active,2764958,Hall in Tirol,Tyrol,47.28333,11.51667,safe_active_exact_name_site_agreement
234,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
235,eu_framework,safe_active,AT,Austria,https://ror.org/00d7xrm67,Graz University of Technology,active,2778067,Graz,Styria,47.06733,15.44197,safe_active_exact_name_site_agreement
236,eu_framework,review,AT,Austria,,,,,,,,,held-alias-without-clean-domain-agreement
237,eu_framework,safe_active,AT,Austria,https://ror.org/05yjy4360,University of Applied Arts Vienna,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_only
238,eu_framework,safe_active,AT,Austria,https://ror.org/057ff4y42,BOKU University,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_site_agreement
239,eu_framework,safe_active,AT,Austria,https://ror.org/02as55378,University of Arts and Industrial Design Linz,active,2772400,Linz,Upper Austria,48.30639,14.28611,safe_active_exact_name_only
240,eu_framework,safe_active,AT,Austria,https://ror.org/0541v4g57,University of Music and Performing Arts Graz,active,2778067,Graz,Styria,47.06667,15.45,safe_active_exact_name_site_agreement
241,eu_framework,safe_active,AT,Austria,https://ror.org/000ymgt65,University of Music and Performing Arts Vienna,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_site_agreement
242,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
243,eu_framework,safe_active,AT,Austria,https://ror.org/054pv6659,Universität Innsbruck,active,2775220,Innsbruck,Tyrol,47.26266,11.39454,safe_active_exact_name_site_agreement
244,eu_framework,safe_active,AT,Austria,https://ror.org/05q9m0937,University of Klagenfurt,active,2774326,Klagenfurt,Carinthia,46.62472,14.30528,safe_active_exact_name_only
245,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
246,eu_framework,safe_active,AT,Austria,https://ror.org/00tfmqe91,Mozarteum University of Salzburg,active,2766824,Salzburg,Salzburg,47.79941,13.04399,safe_active_exact_name_site_agreement
247,eu_framework,unmatched,AT,Austria,,,,,,,,,unmatched
248,eu_framework,review,AT,Austria,,,,,,,,,held_review_site_only
249,eu_framework,safe_active,AT,Austria,https://ror.org/01w6qp003,University of Veterinary Medicine Vienna,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_only
250,eu_framework,safe_active,AT,Austria,https://ror.org/03nhjjj32,Webster Vienna Private University,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_site_agreement
251,eu_framework,safe_active,AT,Austria,https://ror.org/03yn8s215,Vienna University of Economics and Business,active,2761369,Vienna,Vienna,48.20849,16.37208,safe_active_exact_name_only
252,oceania,safe_active,AU,Australia,https://ror.org/04cxm4j25,Australian Catholic University,active,2174003,Brisbane,Queensland,-27.46794,153.02809,automatic-strict-name
253,oceania,unmatched,AU,Australia,,,,,,,,,unresolved
254,oceania,safe_active,AU,Australia,https://ror.org/02j5s7g39,Australian Defence Force Academy,active,2172517,Canberra,Australian Capital Territory,-35.28346,149.12807,automatic-strict-name
255,oceania,safe_active,AU,Australia,https://ror.org/00q7xcw45,Australian Lutheran College,active,8469169,North Adelaide,South Australia,-34.90733,138.59141,automatic-strict-name
256,oceania,safe_active,AU,Australia,https://ror.org/05fv9c840,Australian Maritime College,active,2155416,Newnham,Tasmania,-41.38969,147.11397,automatic-strict-name
257,oceania,safe_active,AU,Australia,https://ror.org/019wvm592,Australian National University,active,2172517,Canberra,Australian Capital Territory,-35.28346,149.12807,automatic-strict-name
258,oceania,review,AU,Australia,,,,,,,,,manual-candidate
259,oceania,safe_active,AU,Australia,https://ror.org/03n0gvg35,Batchelor Institute of Indigenous Tertiary Education,active,2073124,Darwin,Northern Territory,-12.46113,130.84185,automatic-strict-name
260,oceania,unmatched,AU,Australia,,,,,,,,,unresolved
261,oceania,safe_active,AU,Australia,https://ror.org/006jxzx88,Bond University,active,2165087,Gold Coast,Queensland,-28.00029,153.43088,automatic-strict-name
262,oceania,safe_active,AU,Australia,https://ror.org/023q4bk22,Central Queensland University,active,2151437,Rockhampton,Queensland,-23.38032,150.50595,automatic-strict-name
263,oceania,safe_active,AU,Australia,https://ror.org/048zcaj52,Charles Darwin University,active,2073124,Darwin,Northern Territory,-12.46113,130.84185,automatic-strict-name
264,oceania,safe_active,AU,Australia,https://ror.org/00wfvh315,Charles Sturt University,active,2176632,Bathurst,New South Wales,-33.41665,149.5806,automatic-strict-name
265,oceania,safe_active,AU,Australia,https://ror.org/02n415q13,Curtin University,active,2063523,Perth,Western Australia,-31.95224,115.8614,automatic-strict-name
266,oceania,safe_active,AU,Australia,https://ror.org/02czsnj07,Deakin University,active,7932622,Burwood,Victoria,-37.84978,145.11901,automatic-strict-name
267,oceania,safe_active,AU,Australia,https://ror.org/05jhnwe22,Edith Cowan University,active,2063523,Perth,Western Australia,-31.95224,115.8614,automatic-strict-name
268,oceania,safe_active,AU,Australia,https://ror.org/01kpzv902,Flinders University,active,2078025,Adelaide,South Australia,-34.92866,138.59863,automatic-strict-name
269,oceania,safe_active,AU,Australia,https://ror.org/02sc3r913,Griffith University,active,2174003,Brisbane,Queensland,-27.46794,153.02809,automatic-strict-name
270,oceania,unmatched,AU,Australia,,,,,,,,,unresolved
271,oceania,unmatched,AU,Australia,,,,,,,,,unresolved
272,oceania,unmatched,AU,Australia,,,,,,,,,unresolved
273,oceania,review,AU,Australia,,,,,,,,,manual-candidate
274,oceania,safe_active,AU,Australia,https://ror.org/01rxfrp27,La Trobe University,active,2158177,Melbourne,Victoria,-37.814,144.96332,automatic-strict-name
275,oceania,safe_active,AU,Australia,https://ror.org/01sf06y89,Macquarie University,active,2147714,Sydney,New South Wales,-33.86785,151.20732,automatic-strict-name
276,oceania,unmatched,AU,Australia,,,,,,,,,unresolved
277,oceania,safe_active,AU,Australia,https://ror.org/02bfwt286,Monash University,active,2158177,Melbourne,Victoria,-37.814,144.96332,automatic-strict-name
278,oceania,safe_active,AU,Australia,https://ror.org/00r4sry34,Murdoch University,active,2063523,Perth,Western Australia,-31.95224,115.8614,automatic-strict-name
279,oceania,safe_active,AU,Australia,https://ror.org/03pnv4752,Queensland University of Technology,active,2174003,Brisbane,Queensland,-27.46794,153.02809,automatic-strict-name
280,oceania,review,AU,Australia,,,,,,,,,manual-candidate
281,oceania,safe_active,AU,Australia,https://ror.org/001xkv632,Southern Cross University,active,2160063,Lismore,New South Wales,-28.81354,153.2773,automatic-strict-name
282,oceania,safe_active,AU,Australia,https://ror.org/031rekg67,Swinburne University of Technology,active,2158177,Melbourne,Victoria,-37.814,144.96332,automatic-strict-name
283,oceania,inactive_history,AU,Australia,,,,,,,,,automatic-strict-name
284,oceania,review,AU,Australia,,,,,,,,,manual-candidate
285,oceania,safe_active,AU,Australia,https://ror.org/04s1nv328,University of Canberra,active,2172517,Canberra,Australian Capital Territory,-35.28346,149.12807,automatic-strict-name
286,oceania,safe_active,AU,Australia,https://ror.org/02xn8bh65,University of Divinity,active,7932628,Kew East,Victoria,-37.79758,145.05378,automatic-strict-name
287,oceania,safe_active,AU,Australia,https://ror.org/01ej9dk98,The University of Melbourne,active,2158177,Melbourne,Victoria,-37.814,144.96332,automatic-strict-name
288,oceania,review,AU,Australia,,,,,,,,,held-domain-only-identity
289,oceania,safe_active,AU,Australia,https://ror.org/04r659a56,University of New England,active,2177671,Armidale,New South Wales,-30.50123,151.66553,automatic-strict-name
290,oceania,safe_active,AU,Australia,https://ror.org/03r8z3t63,UNSW Sydney,active,2147714,Sydney,New South Wales,-33.86785,151.20732,automatic-strict-name
291,oceania,review,AU,Australia,,,,,,,,,manual-candidate
292,oceania,safe_active,AU,Australia,https://ror.org/00rqy9422,The University of Queensland,active,2174003,Brisbane,Queensland,-27.46794,153.02809,automatic-strict-name
293,oceania,inactive_history,AU,Australia,,,,,,,,,automatic-strict-name
294,oceania,safe_active,AU,Australia,https://ror.org/04sjbnx57,University of Southern Queensland,active,2146268,Toowoomba,Queensland,-27.56056,151.95386,automatic-strict-name
295,oceania,review,AU,Australia,,,,,,,,,held-alias-without-domain-agreement
296,oceania,safe_active,AU,Australia,https://ror.org/01nfmeh72,University of Tasmania,active,2163355,Hobart,Tasmania,-42.87936,147.32941,automatic-strict-name
297,oceania,safe_active,AU,Australia,https://ror.org/03f0f6041,University of Technology Sydney,active,2147714,Sydney,New South Wales,-33.86785,151.20732,automatic-strict-name
298,oceania,safe_active,AU,Australia,https://ror.org/016gb9e15,University of the Sunshine Coast,active,10630449,Sunshine Coast,Queensland,-26.65682,153.07955,automatic-strict-name
299,oceania,safe_active,AU,Australia,https://ror.org/047272k79,The University of Western Australia,active,2063523,Perth,Western Australia,-31.95224,115.8614,automatic-strict-name
300,oceania,review,AU,Australia,,,,,,,,,held-alias-without-domain-agreement
301,oceania,safe_active,AU,Australia,https://ror.org/00jtmb277,University of Wollongong,active,2171507,Wollongong,New South Wales,-34.424,150.89345,automatic-strict-name
421,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
422,eu_framework,review,BE,Belgium,,,,,,,,,held_review_site_only
423,eu_framework,safe_active,BE,Belgium,https://ror.org/002kn6n54,Brussels School of International Studies,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_only
424,eu_framework,safe_active,BE,Belgium,https://ror.org/0079jgp14,College of Europe,active,2800931,Bruges,Flanders,51.20892,3.22424,safe_active_exact_name_site_agreement
425,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
426,eu_framework,safe_active,BE,Belgium,https://ror.org/019axjh19,ECAM Institut Supérieur Industriel,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_only
427,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
428,eu_framework,safe_active,BE,Belgium,https://ror.org/01767d733,Erasmus University College Brussels,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_only
429,eu_framework,review,BE,Belgium,,,,,,,,,held_review_site_only
430,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
431,eu_framework,safe_active,BE,Belgium,https://ror.org/053e9nw85,Evangelical Theological Faculty,active,2792482,Leuven,Flanders,50.87959,4.70093,safe_active_exact_name_site_agreement
432,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
433,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
434,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
435,eu_framework,safe_active,BE,Belgium,https://ror.org/02ygek028,UCLouvain Saint-Louis Brussels,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_only
436,eu_framework,review,BE,Belgium,,,,,,,,,held-alias-without-clean-domain-agreement
437,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
438,eu_framework,safe_active,BE,Belgium,https://ror.org/04nbhqj75,Hasselt University,active,2796491,Hasselt,Flanders,50.93106,5.33781,safe_active_exact_name_site_agreement
439,eu_framework,review,BE,Belgium,,,,,,,,,held_review_site_only
440,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
441,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
442,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
443,eu_framework,review,BE,Belgium,,,,,,,,,held_review_site_only
444,eu_framework,safe_active,BE,Belgium,https://ror.org/05acs9g96,Karel de Grote Hogeschool,active,2803138,Antwerp,Flanders,51.22047,4.40026,safe_active_exact_name_site_agreement
445,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
446,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
447,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
448,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
449,eu_framework,safe_active,BE,Belgium,https://ror.org/05f950310,KU Leuven,active,2792482,Leuven,Flanders,50.87959,4.70093,safe_active_exact_name_only
450,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
451,eu_framework,safe_active,BE,Belgium,https://ror.org/02vmnye06,Royal Military Academy,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_site_agreement
452,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
453,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
454,eu_framework,review,BE,Belgium,,,,,,,,,held-alias-without-clean-domain-agreement
455,eu_framework,safe_active,BE,Belgium,https://ror.org/00afp2z80,University of Liège,active,2792413,Liège,Wallonia,50.63373,5.56749,safe_active_exact_name_only
456,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
457,eu_framework,safe_active,BE,Belgium,https://ror.org/008x57b05,University of Antwerp,active,2803138,Antwerp,Flanders,51.22047,4.40026,safe_active_exact_name_only
458,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
459,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
460,eu_framework,safe_active,BE,Belgium,https://ror.org/00cv9y106,Ghent University,active,2797656,Ghent,Flanders,51.05,3.71667,safe_active_exact_name_only
461,eu_framework,safe_active,BE,Belgium,https://ror.org/01r9htc13,Université Libre de Bruxelles,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_only
462,eu_framework,safe_active,BE,Belgium,https://ror.org/025qq8j12,Vesalius College,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_only
463,eu_framework,unmatched,BE,Belgium,,,,,,,,,unmatched
464,eu_framework,safe_active,BE,Belgium,https://ror.org/006e5kg04,Vrije Universiteit Brussel,active,2800866,Brussels,Brussels Capital,50.85045,4.34878,safe_active_exact_name_site_agreement
466,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
467,eu_framework,safe_active,BG,Bulgaria,https://ror.org/05m7h6793,"Academy of Music, Dance and Fine Arts",active,728193,Plovdiv,Plovdiv,42.15,24.75,safe_active_exact_name_only
468,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
469,eu_framework,safe_active,BG,Bulgaria,https://ror.org/05n8fe870,American University in Bulgaria,active,733191,Blagoevgrad,Blagoevgrad,42.01457,23.09804,safe_active_exact_name_only
470,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
471,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
472,eu_framework,unmatched,BG,Bulgaria,,,,,,,,,unmatched
473,eu_framework,safe_active,BG,Bulgaria,https://ror.org/01xaxtt28,Varna University of Management,active,726418,Dobrich,Dobrich,43.56667,27.83333,safe_active_exact_name_site_agreement
474,eu_framework,safe_active,BG,Bulgaria,https://ror.org/01n9zy652,Medical University of Sofia,active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_site_agreement
475,eu_framework,safe_active,BG,Bulgaria,https://ror.org/049ztct72,Medical University Pleven,active,728203,Pleven,Pleven,43.41667,24.61667,safe_active_exact_name_site_agreement
476,eu_framework,safe_active,BG,Bulgaria,https://ror.org/02kzxd152,Medical University Plovdiv,active,728193,Plovdiv,Plovdiv,42.15,24.75,safe_active_exact_name_site_agreement
477,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
478,eu_framework,unmatched,BG,Bulgaria,,,,,,,,,unmatched
479,eu_framework,unmatched,BG,Bulgaria,,,,,,,,,unmatched
480,eu_framework,safe_active,BG,Bulgaria,https://ror.org/01psx1920,National Academy of Arts,active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_only
481,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
482,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
483,eu_framework,safe_active,BG,Bulgaria,https://ror.org/002qhr126,New Bulgarian University,active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_site_agreement
484,eu_framework,unmatched,BG,Bulgaria,,,,,,,,,unmatched
485,eu_framework,safe_active,BG,Bulgaria,https://ror.org/02jv3k292,"Sofia University ""St. Kliment Ohridski""",active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_site_agreement
486,eu_framework,safe_active,BG,Bulgaria,https://ror.org/002wcjr61,"South-West University ""Neofit Rilski""",active,733191,Blagoevgrad,Blagoevgrad,42.01667,23.1,safe_active_exact_name_site_agreement
487,eu_framework,safe_active,BG,Bulgaria,https://ror.org/028d5by70,Technical University of Gabrovo,active,731549,Gabrovo,Gabrovo,42.87472,25.33417,safe_active_exact_name_site_agreement
488,eu_framework,safe_active,BG,Bulgaria,https://ror.org/052prhs50,Technical University of Sofia,active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_site_agreement
489,eu_framework,safe_active,BG,Bulgaria,https://ror.org/03zrwm897,Technical University of Varna,active,726050,Varna,Varna,43.21912,27.91024,safe_active_exact_name_only
490,eu_framework,unmatched,BG,Bulgaria,,,,,,,,,unmatched
491,eu_framework,safe_active,BG,Bulgaria,https://ror.org/033cz7157,"University of Architecture, Civil Engineering and Geodesy",active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_site_agreement
492,eu_framework,safe_active,BG,Bulgaria,https://ror.org/0402pty94,University of Chemical Technology and Metallurgy,active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_site_agreement
493,eu_framework,safe_active,BG,Bulgaria,https://ror.org/03g67sb77,University of Economics Varna,active,726050,Varna,Varna,43.21667,27.91667,safe_active_exact_name_site_agreement
494,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
495,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
496,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
497,eu_framework,safe_active,BG,Bulgaria,https://ror.org/017ph0934,University of National and World Economy,active,727011,Sofia,Sofia-Capital,42.69751,23.32415,safe_active_exact_name_only
498,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
499,eu_framework,unmatched,BG,Bulgaria,,,,,,,,,unmatched
500,eu_framework,safe_active,BG,Bulgaria,https://ror.org/00e97v486,Varna Free University,active,726050,Varna,Varna,43.21667,27.91667,safe_active_exact_name_site_agreement
501,eu_framework,review,BG,Bulgaria,,,,,,,,,held_review_site_only
521,fta_partner,review,BN,Brunei,,,,,,,,,held-alias-without-clean-domain-agreement
522,fta_partner,safe_active,BN,Brunei,https://ror.org/02gvn8796,Sultan Sharif Ali Islamic University,active,1820906,Bandar Seri Begawan,Brunei-Muara District,4.89035,114.94006,safe_active_exact_name_site_agreement
523,fta_partner,safe_active,BN,Brunei,https://ror.org/02qnf3n86,Universiti Brunei Darussalam,active,1820906,Bandar Seri Begawan,Brunei-Muara District,4.89035,114.94006,safe_active_exact_name_site_agreement
773,fta_partner,safe_active,CA,Canada,https://ror.org/00839we02,Acadia University,active,6183858,Wolfville,Nova Scotia,45.08345,-64.36546,safe_active_exact_name_only
774,fta_partner,safe_active,CA,Canada,https://ror.org/03jgjt094,Algonquin College,active,6094817,Ottawa,Ontario,45.41117,-75.69812,safe_active_exact_name_site_agreement
775,fta_partner,unmatched,CA,Canada,,,,,,,,,unmatched
776,fta_partner,safe_active,CA,Canada,https://ror.org/05c9jga87,Assumption University,active,6182962,Windsor,Ontario,42.30008,-83.01654,safe_active_exact_name_site_agreement
777,fta_partner,safe_active,CA,Canada,https://ror.org/01y3xgc52,Athabasca University,active,5887916,Athabasca,Alberta,54.71687,-113.28537,safe_active_exact_name_site_agreement
778,fta_partner,unmatched,CA,Canada,,,,,,,,,unmatched
